2,询问语-还款时间-今天,,
1,无法识别意图,,那我的肚子好大，今天要晚两天要往哪边？

2,询问语-身份-本人,,
1,无法识别意图,,十二号

2,询问语-还款时间-今天,,
1,肯定|你好|语气词,(还款时间，今天),哎，你好，是呢？

2,询问语-身份-认识,,
1,不认识|换手机或换手机号,(身份信息，不是本人),我也不认识啦我这个号码刚刚换了不久，可能以前是那个人刚确实电话

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),我尽快处理，谢谢

2,询问语-转人工-是,,
1,没钱还,(身份信息，本人)|(逾期原因，没钱)|(需转人工，否),钟先没钱还啊

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),嗯啊，好的

2,询问语-还款时间,,
1,询问如何还款,,那个，你说下载一个一批批就可以吗？

2,询问语-还款时间-今天,,
1,肯定|不好意思|语气词,(还款时间，今天),哦，不好意思不好意思好的，好的，好的，好的

2,询问语-还款时间,,
1,无法识别意图,,16急电

2,询问语-还款时间,,
1,肯定|没钱还|其他意图,,嗯，控制没花钱，我能怎么办？

2,询问语-身份-本人,,
1,肯定|语气词,(身份信息，本人),哎，是啊嗯

2,询问语-还款时间-今天,,
1,肯定|询问致电原因,(还款时间，今天),嗯，您什么事？

2,询问语-身份-本人,,
1,是本人|你是谁,(身份信息，本人),我是哪里啊？

2,询问语-还款时间-今天,,
1,肯定|明天还,(还款时间，明天),嗯，明天可以吗？我明天就还上去可以吧

2,询问语-还款时间-今天,,
1,某时间还,(身份信息，本人)|(逾期原因，没钱)|(还款时间，某时间还),下个月吧，这个没什么钱

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),嗯，好的，好的行

2,询问语-欠款原因,,
1,还一部分,(身份信息，本人),这边就是等于就是他你这个，这这是这笔款，就是本来我是要分期的，当时就失望去点那个分期的，所以就是现在我现在手头也没有那么多，然后就是那一天，我就先还了四百块钱进去嘛

2,结束语-今天还款,,
1,今天还,(身份信息，本人)|(还款时间，今天),上午行吧

2,询问语-身份-本人,,
1,询问致电原因,(身份信息，本人),这干嘛啊

2,询问语-身份-本人,,
1,肯定|暂时没空,(身份信息，本人),对对对我这上班或者说

2,询问语-身份-本人,,
1,你好|语气词|你是谁|询问致电原因,(身份信息，本人),喂，你好哪位啊，怎么了？

2,询问语-还款时间-今天,,
1,无法识别意图,,我作为他，怎么他这次不管他怎么还的？

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),嗯，好的嗯，好，谢谢谢谢好

2,询问语-还款时间-今天,,
1,无法识别意图,,我这

2,询问语-身份-本人,,
1,无法识别意图,,找不到啊

2,询问语-身份-本人,,
1,语气词|询问致电原因,(身份信息，本人),呃，有事吗？

2,询问语-还款时间-今天,,
1,肯定|某时间还,(身份信息，本人)|(还款时间，某时间还),嗯，我在二十六号可以吗？

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),是是是啊？嗯

2,询问语-身份-本人,,
1,肯定|其他意图,(身份信息，本人),有啊，是

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),嗯，这个我知道

2,询问语-身份-本人,,
1,没听清,,啊，哪里啊，哪里啊？能听见不没喂喂喂喂

2,询问语-还款时间-今天,,
1,今天还|明天还,(还款时间，今天),我今天今天有来吧，今天明天吧，这两天时间就可以

2,询问语-身份-本人,,
1,无法识别意图,,vista一档有victor

2,结束语-无法理解,,
1,无法识别意图,,宁夏

2,询问语-身份-本人,,
1,无法识别意图,,上同学

2,询问语-身份-本人,,
1,肯定|今天还,(身份信息，本人)|(还款时间，今天),对对，对对我那个马上下载一个下载一个，我越怀疑啊

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),是啊，是啊，喂喂

2,询问语-还款时间-今天,,
1,肯定|明天还|没时间还,(逾期原因，没时间)|(还款时间，明天),行行行我这个今天今天下午不出去，明天上午处理我的款还没到好吗？

2,询问语-还款时间,,
1,无法识别意图,,这是啥考虑消费呀？

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),嗯，好好好好的哦，寄到了，我没看

2,询问语-身份-本人,,
1,无法识别意图,,恩秀

2,询问语-身份-本人,,
1,打错了,(身份信息，不是本人),治安，打错了吧

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),好的知道了好，谢谢

2,询问语-身份-本人,,
1,语气词|你是谁,(身份信息，本人),啊，是哪里啊？

2,询问语-身份-本人,,
1,你是谁,(身份信息，本人),我问一下您是哪哪里啊？

2,询问语-身份-本人,,
1,语气词|不要骚扰,,哎，你们怎么这么烦呢？

2,询问语-身份-本人,,
1,无法识别意图,,谁会女士？

2,询问语-还款时间-今天,,
1,肯定|语气词|明天还,(还款时间，明天),啊，行，我明天下午之前处理一下，今天今天那个资金确实有点紧张，明天能明天那个账户账户，我转过来

2,询问语-转人工-是,,
1,肯定|没钱还,(身份信息，本人)|(逾期原因，没钱)|(需转人工，是),嗯，还没有发工资，你们那拖欠工资

2,询问语-还款时间-今天,,
1,某时间还,(身份信息，本人)|(还款时间，某时间还),我说我月底工资发了就还了

2,询问语-帮忙转告-是,,
1,其他意图,,是不是你跟我说了？

2,结束语-催促还款,,
1,语气词|明天还,(身份信息，本人)|(还款时间，明天),呃，我现在因为明天回来前我转过去，要不然的话，今天嗯，全部到位转不过去啊

2,询问语-还款时间-今天,,
1,其他意图,,喂，谢谢

2,询问语-身份-本人,,
1,打错了,(身份信息，不是本人),你不是你打错了，打好几遍都不够你们不是的吗？

2,询问语-身份-认识,,
1,不是我|不认识,(身份信息，不认识),我不是不认识

2,询问语-身份-本人,,
1,无法识别意图,,可以

2,询问语-还款时间-今天,,
1,今天还,(还款时间，今天),可以返呢

2,结束语-无法理解  ,,
1,无法识别意图,,亲的你，你就是人人家说人家的你，你做你的，你根本不够

2,询问语-身份-本人,,
1,无法识别意图,,站到了不是？

2,询问语-身份-本人,,
1,语气词|已经还了,(身份信息，本人)|(还款时间，已还),啊，我已经那个欠款我已经还上了

2,结束语-帮忙转告-否,,
1,肯定,(帮忙转告，是),可以啊

2,询问语-身份-本人,,
1,不是我,(身份信息，不是本人),我不是不是

2,询问语-身份-本人,,
1,语气词|明天还,(身份信息，本人)|(还款时间，明天),啊，对那个钱的话，然后我要等到明天早上的话，因为你然后才发工资

2,询问语-还款时间-今天,,
1,肯定|不好意思|语气词|忘记了,(逾期原因，忘记)|(还款时间，今天),啊，好的，好的，我忘了不好意思啊

2,询问语-还款时间-今天,,
1,语气词|今天还,(还款时间，今天),啊，我，现在我现在就帮你处理就行了

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),啊，好的行

2,询问语-身份-本人,,
1,稍等下,,你先等会

2,询问语-身份-本人,,
1,无法识别意图,,我向前

2,询问语-还款时间-今天,,
1,近几天还,(还款时间，近几天),今天今天不能可能要多两天

2,结束语-已经还款,,
1,肯定,,哈哈，好的，好的，好的嗯

2,询问语-还款时间-今天,,
1,语气词|今天还,(还款时间，今天),哦，那我看一下吧下午吧啊

2,询问语-身份-本人,,
1,你是谁|其他意图,,哪里啊，不需要谢谢你啊

2,询问语-还款时间,,
1,某时间还,(身份信息，本人)|(还款时间，某时间还),我十五号

2,询问语-身份-本人,,
1,肯定|语气词|今天还,(还款时间，今天),啊，是啊，马上马上弄

2,询问语-还款时间,,
1,明天还,(还款时间，明天),你明天明天中午可以吧？

2,询问语-身份-本人,,
1,其他意图,,你是机器还是人工的？

2,询问语-还款时间-今天,,
1,某时间还|没钱还,(逾期原因，没钱)|(还款时间，某时间还),我现在没有收工资，我要可能到月底了我会华南，你们放下，但是

2,询问语-还款时间-今天,,
1,肯定|不好意思|忘记了,(还款时间，今天),好的，好，她忘了，对不起啊

2,询问语-还款时间-今天,,
1,肯定|语气词,(身份信息，本人)|(还款时间，今天),啊嗯，好的

2,询问语-身份-本人,,
1,无法识别意图,,那四百四十三

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),嗯，好的，好的知道

2,询问语-还款时间-今天,,
1,肯定|询问致电原因,(身份信息，本人),是您说

2,询问语-帮忙转告-是,,
1,其他意图,,我说你直接跟我说就行

2,询问语-还款时间-今天,,
1,询问如何还款,,那怎么还就直接在那个京东白条里还就直接还就行了？我用以前没用过，不知道这事怎么弄

2,询问语-身份-本人,,
1,无法识别意图,,啊亮

2,结束语-无法理解  ,,
1,没钱还,(逾期原因，没钱),我的我的我这边那个工资还没工资，还没有发放呢

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),好，我知道了好的

2,询问语-还款时间,,
1,语气词|近几天还,(还款时间，近几天),呃，后天吧，后天吧

2,询问语-身份-认识,,
1,肯定,(身份信息，认识),是

2,询问语-还款时间-今天,,
1,询问欠款信息,,为什么借款？我想

2,询问语-身份-本人,,
1,无法识别意图,,啊，拉

2,询问语-还款时间,,
1,谩骂,,这都不能沟通，我给你说个鸡巴毛啊，说

2,询问语-还款时间-今天,,
1,某时间还,(还款时间，某时间还),那可能是放在二号

2,询问语-还款时间-今天,,
1,肯定|语气词|其他意图,(还款时间，今天),啊啊，好了，忘记密码网页而已好了，好了，好了

2,询问语-身份-本人,,
1,无法识别意图,,没有听懂说话您需要哪一种帮助信息？

2,询问语-身份-认识,,
1,认识,(身份信息，认识),认识，认识，认识

2,询问语-还款时间-今天,,
1,无法识别意图,,对对对怎么？

2,询问语-还款时间-今天,,
1,肯定|近几天还,(身份信息，本人)|(还款时间，近几天),嗯，今天不行了，可能过两天吗？

2,询问语-还款时间-今天,,
1,肯定|其他意图,(身份信息，本人)|(还款时间，今天),嗯，我现在开车回去了吧

2,询问语-还款时间-今天,,
1,没时间还,,我就是我现在还在车上，我现在存不了款金卡的

2,询问语-身份-本人,,
1,语气词|询问致电原因,(身份信息，本人),呃，什么呢？

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),行行好

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),好ok，没问题

2,结束语-今天还款,,
1,肯定,,好的，好的行

2,询问语-身份-本人,,
1,无法识别意图,,那是什么情况？

2,询问语-还款时间-今天,,
1,某时间还,(还款时间，某时间还),下个月

2,询问语-身份-本人,,
1,肯定|语气词,(身份信息，本人),啊，对是不是？

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),行好了

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),ok知道了

2,询问语-还款时间-今天,,
1,没时间还|其他意图,,我没法去了，我爹妈，我得上海干活哩

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),哦，是

2,询问语-还款时间-今天,,
1,肯定|今天还,(身份信息，本人)|(还款时间，今天),好的，我会尽快的啊

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),嗯，好的信

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),哎，是

2,结束语-今天还款,,
1,肯定|再见,(身份信息，本人),嗯，好再见

2,询问语-身份-认识,,
1,不认识|换手机或换手机号,(身份信息，不认识),不认识我这号刚买的

2,询问语-身份-本人,,
1,肯定|是本人|询问致电原因,(身份信息，本人),对的我是有什么事情？

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),好的，好的，好麻烦

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),嗯，好的，收到了

2,结束语-已经还款,,
1,肯定,,嗯，好的

2,询问语-身份-认识,,
1,不是我|不认识,(身份信息，不认识),哦，不是不是啊，我不认识

2,询问语-身份-本人,,
1,是本人,(身份信息，本人),q，我是

2,询问语-身份-本人,,
1,你好|语气词|询问致电原因,(身份信息，本人),啊啊，你好有什么事吗？

2,询问语-身份-本人,,
1,询问致电原因,(身份信息，本人),我说什么事？

2,询问语-还款时间-今天,,
1,语气词|无法识别意图,,啊，吃啊，金陵今

2,询问语-还款时间-今天,,
1,肯定|自动还款,(还款时间，已还),嗯，好好好哎，我记得存钱了好的，好的

2,询问语-身份-本人,,
1,语气词|询问致电原因,(身份信息，本人),这干嘛？

2,结束语-帮忙转告-否,,
1,不认识|打错了,(身份信息，不认识),我不愿是打错电话了美女

2,询问语-还款时间-今天,,
1,无法识别意图,,0

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),是打

2,询问语-身份-本人,,
1,询问致电原因|无法识别意图,,找不到上学呀，怎么了？

2,询问语-身份-本人,,
1,肯定|你是谁,(身份信息，本人),嗯，对的，哪位？

2,询问语-还款时间-今天,,
1,近几天还,(还款时间，近几天),我得过几天才能处理

2,询问语-还款时间-今天,,
1,肯定|近几天还,(身份信息，本人)|(还款时间，近几天),好好，我尽快尽快

2,询问语-身份-本人,,
1,无法识别意图,,请直接挂机

2,询问语-还款时间,,
1,询问欠款金额,(身份信息，本人),请问这都多少钱呢？

2,结束语-已经还款,,
1,肯定|自动还款|其他意图,(还款时间，已还),嗯，好的，我账户，我早就把钱弄进去了就是那个我的手机是不是出我的卡让我那个手机卡出点问题然后呢？就是收不到验证码然后我一直在弄我的我都去了那个营业厅开那个和他有那个黑名单过然后呢？就是他说要等两天才能开得到啊我一直在弄那个反正我也弄的那个自动扣款的那个

2,询问语-还款时间-今天,,
1,语气词|询问致电原因,,啊，对您说

2,询问语-还款时间-今天,,
1,肯定|今天还,(还款时间，今天),马上，好吧，没有啊

2,询问语-身份-本人,,
1,打错了,(身份信息，不是本人),对打错了

2,询问语-身份-本人,,
1,其他意图,(身份信息，本人),只请直接挂机

2,询问语-身份-本人,,
1,肯定|语气词|询问致电原因,(身份信息，本人),哎，是的，是的，就讲

2,询问语-身份-本人,,
1,无法识别意图,,谁知道？

2,询问语-还款时间-今天,,
1,已经还了,(还款时间，已还),我已经还过了

2,询问语-帮忙转告-是,,
1,肯定,(帮忙转告，是),嗯，好

2,询问语-还款时间-今天,,
1,肯定|今天还,(身份信息，本人)|(还款时间，今天),能能能今天可以的

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),哦，好好好，我知道了

2,询问语-身份-本人,,
1,无法识别意图,,硬是接收机又是做啥子？

2,询问语-欠款原因,,
1,语气词,,哦，哦哦

2,询问语-还款时间-今天,,
1,肯定,(身份信息，本人)|(还款时间，今天),能呢？

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),好事

2,询问语-还款时间,,
1,其他意图,,等到有工作

2,询问语-身份-认识,,
1,不认识,(身份信息，不认识),我不知道

2,询问语-身份-本人,,
1,肯定|你是谁,(身份信息，本人),哦，二十是不是京东？

2,询问语-还款时间-今天,,
1,肯定|语气词|忘记了,(还款时间，今天),啊，好的，好的，好的忘了忘了，忘了，忘了想起来

2,询问语-转人工-是,,
1,没借过钱,(身份信息，本人)|(逾期原因，没借过钱)|(需转人工，否),我没有接过这笔款

2,询问语-身份-认识,,
1,无法识别意图,,noi都认识路啊，洞口

2,结束语-无法理解  ,,
1,某时间还|没钱还,(逾期原因，没钱)|(还款时间，某时间还),不用那个工资没有到账了，本宫到了我就都换了

2,询问语-还款时间-今天,,
1,肯定|明天还,(还款时间，明天),嗯，明天吧，明天才发工资

2,询问语-身份-本人,,
1,语气词|你是谁,(身份信息，本人),哦，我想起来那个白条，是吧？

2,结束语-无法理解,,
1,语气词,,哎

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),哦，哦，行行行好的

2,询问语-身份-认识,,
1,肯定|不认识|询问致电原因,(身份信息，不认识),嗯，不认识怎么了？

2,询问语-还款时间-今天,,
1,肯定|今天还,(还款时间，今天),嗯，看吧，应该可以吧

2,询问语-还款时间-今天,,
1,肯定|转人工,(身份信息，本人)|(还款时间，今天)|(需转人工，是),可以的，我想转人工服务

2,询问语-转人工-是,,
1,否定|无法识别意图,(需转人工，否),这个不用这个就是这边的话

2,询问语-还款时间-今天,,
1,其他意图,,我说我每次都是二十五号，好像他十五号我发工资

2,询问语-身份-本人,,
1,无法识别意图,,你们借款呀

2,询问语-身份-本人,,
1,询问致电原因,,邀请说

2,询问语-还款时间-今天,,
1,询问欠款金额,,借款金额是多少？

2,询问语-还款时间,,
1,语气词|近几天还,(还款时间，近几天),呃，可能大概两三天吧

2,结束语-催促还款,,
1,肯定|无法识别意图,,嗯，不是不是我想怎么晓得？

2,询问语-身份-本人,,
1,询问致电原因,(身份信息，本人),咋查了？

2,询问语-还款时间,,
1,今天还,(身份信息，本人)|(还款时间，今天),我今天晚上

2,结束语-催促还款,,
1,肯定|明天还,(还款时间，明天),好，我知道了明天

2,结束语-无法理解  ,,
1,语气词|近几天还,(还款时间，近几天),啊，就是我四天以后还吧

2,询问语-身份-本人,,
1,其他意图,,我就是机器人吗？

2,询问语-转人工-是,,
1,询问欠款信息,,四十三块钱是什么款？

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),哎，知道了啊嗯，好

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),okok啊

2,询问语-还款时间-今天,,
1,询问欠款信息,(身份信息，本人),我说有借款吗？什么借款白条吗？还是什么？

2,询问语-还款时间,,
1,肯定|今天还|忘记了,(身份信息，本人)|(逾期原因，忘记)|(还款时间，今天),我是等会我就处理版的这点忙忘记了，好吧

2,询问语-帮忙转告-是,,
1,案件异常,,我没有在京东买过东西呀

2,询问语-还款时间-今天,,
1,语气词|今天还,(还款时间，今天),啊，那我今天的这点我自己处理好好吗？

2,询问语-身份-本人,,
1,肯定|语气词|询问致电原因,(身份信息，本人),哎，对你说

2,询问语-还款时间-今天,,
1,肯定|忘记了,(还款时间，今天),嗯，好嘞，好嘞，行行我忘了那天他给我打电话，然后我在出差，我现在呢

2,询问语-身份-本人,,
1,暂时没空,(身份信息，本人),您晚点再跟我说好吗？我现在在高速上开车呢好吧

2,询问语-身份-本人,,
1,肯定|询问致电原因,(身份信息，本人),嗯，那什么事？

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),是的是的是的好的我知道了

2,询问语-身份-本人,,
1,肯定|你好|语气词,(身份信息，本人),呃，对对对你好

2,询问语-还款时间-今天,,
1,你是谁,,京东京东是吗？

2,询问语-身份-本人,,
1,肯定|你好|语气词,(身份信息，本人),哎，你好嗯

2,询问语-还款时间-今天,,
1,无法识别意图,,出门

2,询问语-还款时间-今天,,
1,肯定|语气词,(身份信息，本人)|(还款时间，今天),哦，好嗯，好嗯

2,询问语-还款时间-今天,,
1,肯定|语气词|今天还,(还款时间，今天),啊，好的，好的啊，今天吧

2,询问语-身份-本人,,
1,你是谁,(身份信息，本人),你干啥的？

2,询问语-身份-本人,,
1,不要骚扰|无法识别意图,,我不跟你讲了嘛，电话不是往下，反正我们老是打电话，怎么回事呢？

2,询问语-还款时间-今天,,
1,肯定|语气词,(身份信息，本人),啊，我知道，我知道，等下我在啊

2,询问语-还款时间-今天,,
1,无法识别意图,,而且这个还

2,询问语-身份-本人,,
1,肯定,(身份信息，本人),哦，是吧

2,询问语-还款时间-今天,,
1,语气词|其他意图,,啊，不是机器人啊

2,询问语-还款时间-今天,,
1,语气词|其他意图,(还款时间，今天),啊，我知道了，我知道了我尽快，我尽快出去半个卡，我没有绑卡，我还不了勒拿微信支付宝都不能还吗？你这不是

2,询问语-还款时间,,
1,询问欠款金额,(身份信息，本人),多少啊？

2,结束语-今天还款,,
1,肯定|今天还,(还款时间，今天),嗯，好的，我下午一会就去处理处理

2,询问语-帮忙转告-是,,
1,不熟,(身份信息，认识),我也不知道，待会我给找找吧我给问问

2,询问语-还款时间-今天,,
1,语气词|某时间还|没时间还,(逾期原因，没时间)|(还款时间，某时间还),呃，月底吧，行吧，我现在在外边呢没回去呢

2,询问语-还款时间-今天,,
1,你是谁|询问欠款信息,,能换个什么？还得你们干什么的？

2,询问语-身份-本人,,
1,无法识别意图,,那等

2,询问语-还款时间-今天,,
1,肯定|不好意思|语气词|其他意图,(身份信息，本人)|(还款时间，今天),啊，好好好好好好好好不好意思哈手机坏了，没办法

2,结束语-无法理解,,
1,是本人,(身份信息，本人),我是的

2,询问语-身份-本人,,
1,肯定|暂时没空,(身份信息，本人),哦，好是我现在有点事一会再打可以吗？

2,询问语-还款时间-今天,,
1,没听清,,能听见我说话吗？

2,询问语-还款时间-今天,,
1,其他意图,,知道吧

2,询问语-还款时间-今天,,
1,肯定|今天还,(还款时间，今天),嗯，尽快了

2,询问语-还款时间-今天,,
1,肯定|明天还,(还款时间，明天),好的嗯，好的，明天

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),啊，好的，我知道了

2,询问语-还款时间-今天,,
1,询问致电原因,,喂，有什么事？

2,询问语-身份-本人,,
1,语气词|是本人|询问致电原因|无法识别意图,(身份信息，本人),啊，你说吧，我是干帮忙

2,询问语-还款时间-今天,,
1,无法识别意图,,阿火为退货了

2,询问语-还款时间-今天,,
1,语气词|今天还,(还款时间，今天),哦，知道了，我会抓紧时间

2,询问语-身份-本人,,
1,你好,(身份信息，本人),你好，你好

2,询问语-还款时间-今天,,
1,询问欠款信息,(身份信息，本人),哪个哪个网站？

2,询问语-还款时间,,
1,询问欠款信息,,我的意思就是说我买啥？嗯，搞的这个白条，因为我拆除选的这个

2,询问语-身份-本人,,
1,询问致电原因,(身份信息，本人),有什么事？

2,询问语-身份-本人,,
1,否定|语气词|本人暂时不在,(身份信息，认识),呃，不是他不在

2,询问语-身份-本人,,
1,你是谁,,京东什么京东金融？

2,询问语-还款时间-今天,,
1,其他意图,,你这个是人工的客服还是机器的？你现在是公的还是机器的？

2,结束语-今天还款,,
1,肯定|今天还,(还款时间，今天),嗯，好等会还

2,询问语-转人工-是,,
1,没钱还,(逾期原因，没钱),我现在没有钱过两天好吗？

2,询问语-身份-本人,,
1,肯定|你好|语气词,(身份信息，本人),啊，对你好能听到吗？

2,询问语-身份-本人,,
1,无法识别意图,,发送亲爱滴城路请按1

2,询问语-还款时间-今天,,
1,是本人,(身份信息，本人),是我

2,询问语-身份-本人,,
1,无法识别意图,,所以

2,结束语-今天还款,,
1,肯定,,好的，我知道了

2,询问语-还款时间-今天,,
1,无法识别意图,,你是什么什么经过？

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),喂啊好的，好的

2,询问语-还款时间-今天,,
1,肯定|语气词,(还款时间，今天),哦，好行，没问题

2,询问语-还款时间-今天,,
1,语气词|近几天还,(还款时间，近几天),哎，我，我就这两天就这两天，我我我这两天我的钱都交上就下来了，好不好？

2,询问语-还款时间-今天,,
1,肯定|其他意图,,嗯，再说吧

2,询问语-还款时间-今天,,
1,语气词|本人暂时不在,,哦，我，我是他妈呀

2,询问语-还款时间-今天,,
1,肯定,(还款时间，今天),好的，好的嗯嗯

2,询问语-还款时间-今天,,
1,语气词|其他意图,,哦，我的那个二十号只在这一天全部扣

2,询问语-身份-本人,,
1,无法识别意图,,我不想你怎么知道的

2,询问语-还款时间-今天,,
1,案件异常,,我我没花过呀，没没用过白条

2,询问语-身份-本人,,
1,你是谁,(身份信息，本人),你是哪里的呀？

2,询问语-身份-本人,,
1,无法识别意图,,外表是

2,询问语-转人工-是,,
1,案件异常,(身份信息，本人)|(逾期原因，没借过钱)|(需转人工，否),我没有借钱呀

2,询问语-还款时间-今天,,
1,肯定|无法识别意图,(还款时间，今天),好的，好的，好的罚款

2,询问语-还款时间-今天,,
1,语气词|换手机或换手机号,,哦，哦，哦哦，我换号换个不好意思啊

2,询问语-身份-本人,,
1,无法识别意图,,那问题

2,询问语-还款时间-今天,,
1,没借过钱,(身份信息，本人)|(逾期原因，没借过钱),我都没熟，都没使用过你们京东金融啊

2,询问语-还款时间-今天,,
1,语气词|近几天还,(还款时间，近几天),啊，我都还两天

2,询问语-身份-本人,,
1,是本人,(身份信息，本人),是我本人

2,询问语-还款时间-今天,,
1,无法识别意图,,完了，完了，完了，完了完了

2,询问语-身份-本人,,
